pattern_id,name,description,pattern_type,conditions,support,matching_transaction_count,loss_count,loss_rate,baseline_loss_rate,risk_multiplier,lift,p_value,confidence_interval,exposure_amount,average_loss_amount,discovery_method,is_predefined,stability_score,status
PTN_11,Pattern 11,Transactions where gateway is G2 and failed_before_success is True and financial_amount_band is HIGH show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND behavioral_failed_before_success==True AND financial_amount_band==HIGH,0.026625,213,91,0.4272300469483568,0.028625,14.925067142300675,14.925067142300675,4.77196373630267e-89,,33070281.0,363409.68131868134,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_12,Pattern 12,Transactions where gateway is G2 and payment_method is UPI and failed_before_success is True show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND atomic_payment_method==UPI AND behavioral_failed_before_success==True,0.023,184,72,0.391304347826087,0.028625,13.670020884754129,13.670020884754129,7.499037688399246e-66,,22567613.0,313439.06944444444,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_13,Pattern 13,Transactions where gateway is G2 and failed_before_success is True show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND behavioral_failed_before_success==True,0.0395,316,109,0.3449367088607595,0.028625,12.050190702559282,12.050190702559282,1.9650077664490626e-96,,35772132.0,328184.6972477064,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_14,Pattern 14,Transactions where payment_method is UPI and failed_before_success is True and financial_amount_band is HIGH show a substantially elevated loss rate.,ASSOCIATION,atomic_payment_method==UPI AND behavioral_failed_before_success==True AND financial_amount_band==HIGH,0.0425,340,108,0.3176470588235294,0.028625,11.096840482918058,11.096840482918058,6.350429739705583e-91,,38619138.0,357584.6111111111,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_15,Pattern 15,Transactions where payment_method is UPI and failed_before_success is True show a substantially elevated loss rate.,ASSOCIATION,atomic_payment_method==UPI AND behavioral_failed_before_success==True,0.071875,575,159,0.27652173913043476,0.028625,9.660148091892918,9.660148091892918,5.071782682102011e-134,,45621612.0,286928.37735849054,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_16,Pattern 16,Transactions where gateway is G2 and attempt_count is 2 and financial_amount_band is HIGH show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND behavioral_attempt_count==2 AND financial_amount_band==HIGH,0.038625,309,91,0.29449838187702265,0.028625,10.28815307867328,10.28815307867328,1.2496518406923333e-71,,33070281.0,363409.68131868134,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_17,Pattern 17,Transactions where gateway is G2 and payment_method is UPI and attempt_count is 2 show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND atomic_payment_method==UPI AND behavioral_attempt_count==2,0.030625,245,72,0.2938775510204082,0.028625,10.266464664468408,10.266464664468408,1.8227954497695816e-55,,22567613.0,313439.06944444444,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_18,Pattern 18,Transactions where financial_amount_band is HIGH and failed_before_success is True show a substantially elevated loss rate.,ASSOCIATION,financial_amount_band==HIGH AND behavioral_failed_before_success==True,0.072375,579,144,0.24870466321243523,0.028625,8.688372513971537,8.688372513971537,1.3301322615303932e-110,,51630182.0,358542.93055555556,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_19,Pattern 19,Transactions where payment_method is UPI and attempt_count is 2 and financial_amount_band is HIGH show a substantially elevated loss rate.,ASSOCIATION,atomic_payment_method==UPI AND behavioral_attempt_count==2 AND financial_amount_band==HIGH,0.053625,429,108,0.2517482517482518,0.028625,8.79469875103063,8.79469875103063,9.91742431494194e-79,,38619138.0,357584.6111111111,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_20,Pattern 20,Transactions where gateway is G2 and attempt_count is 2 show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND behavioral_attempt_count==2,0.05575,446,109,0.24439461883408073,0.028625,8.537803278046487,8.537803278046487,4.696673567945334e-78,,35772132.0,328184.6972477064,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_21,Pattern 21,Transactions where outcome is SUCCESS and payment_method is UPI and retry_speed_bucket is SLOW show a substantially elevated loss rate.,ASSOCIATION,atomic_outcome==SUCCESS AND atomic_payment_method==UPI AND temporal_retry_speed_bucket==SLOW,0.056875,455,108,0.23736263736263735,0.028625,8.29214453668602,8.29214453668602,9.477346961791069e-76,,28533934.0,264203.0925925926,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_22,Pattern 22,Transactions where failed_before_success is True show a substantially elevated loss rate.,ASSOCIATION,behavioral_failed_before_success==True,0.119125,953,197,0.20671563483735572,0.028625,7.221506893881422,7.221506893881422,1.783626528638825e-153,,58935445.0,299164.6954314721,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_23,Pattern 23,Transactions where financial_amount_band is HIGH and attempt_count is 2 show a substantially elevated loss rate.,ASSOCIATION,financial_amount_band==HIGH AND behavioral_attempt_count==2,0.097375,779,144,0.18485237483953787,0.028625,6.45772488522403,6.45772488522403,9.954437320736523e-91,,51630182.0,358542.93055555556,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_24,Pattern 24,Transactions where payment_method is UPI and attempt_count is 2 and financial_has_chargeback is False show a substantially elevated loss rate.,ASSOCIATION,atomic_payment_method==UPI AND behavioral_attempt_count==2 AND financial_has_chargeback==False,0.08475,678,126,0.18584070796460178,0.028625,6.492251806623643,6.492251806623643,7.92347743722743e-77,,33316476.0,264416.4761904762,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_25,Pattern 25,Transactions where gateway is G1 and payment_method is UPI and failed_before_success is True show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G1 AND atomic_payment_method==UPI AND behavioral_failed_before_success==True,0.028875,231,50,0.21645021645021645,0.028625,7.56157961398136,7.56157961398136,6.746306781918994e-31,,14250928.0,285018.56,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_26,Pattern 26,Transactions where payment_method is UPI and failed_before_success is True and financial_amount_band is MEDIUM show a substantially elevated loss rate.,ASSOCIATION,atomic_payment_method==UPI AND behavioral_failed_before_success==True AND financial_amount_band==MEDIUM,0.029,232,50,0.21551724137931033,0.028625,7.528986598403854,7.528986598403854,8.405867917905356e-31,,6969705.0,139394.1,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_27,Pattern 27,Transactions where payment_method is UPI and financial_amount_band is HIGH and retry_speed_bucket is SLOW show a substantially elevated loss rate.,ASSOCIATION,atomic_payment_method==UPI AND financial_amount_band==HIGH AND temporal_retry_speed_bucket==SLOW,0.039375,315,64,0.20317460317460317,0.028625,7.097802730990503,7.097802730990503,4.1423842039634494e-38,,22459338.0,350927.15625,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_28,Pattern 28,Transactions where gateway is G2 and payment_method is UPI and retry_speed_bucket is SLOW show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND atomic_payment_method==UPI AND temporal_retry_speed_bucket==SLOW,0.019,152,35,0.23026315789473684,0.028625,8.044127786715697,8.044127786715697,1.2831854367968716e-22,,8938695.0,255391.2857142857,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_29,Pattern 29,Transactions where gateway is G3 and payment_method is UPI and failed_before_success is True show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G3 AND atomic_payment_method==UPI AND behavioral_failed_before_success==True,0.01475,118,28,0.23728813559322035,0.028625,8.28954185478499,8.28954185478499,1.2864087209320007e-18,,6533926.0,233354.5,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_30,Pattern 30,Transactions where attempt_count is 2 show a substantially elevated loss rate.,ASSOCIATION,behavioral_attempt_count==2,0.158125,1265,197,0.15573122529644268,0.028625,5.440392150094067,5.440392150094067,2.1285359100913388e-127,,58935445.0,299164.6954314721,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_31,Pattern 31,Transactions where gateway is G2 and payment_method is CARD and attempt_count is 2 show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND atomic_payment_method==CARD AND behavioral_attempt_count==2,0.01425,114,25,0.21929824561403508,0.028625,7.661074082586378,7.661074082586378,7.508972562966606e-16,,8814373.0,352574.92,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_32,Pattern 32,Transactions where payment_method is UPI and financial_amount_band is MEDIUM and retry_speed_bucket is SLOW show a substantially elevated loss rate.,ASSOCIATION,atomic_payment_method==UPI AND financial_amount_band==MEDIUM AND temporal_retry_speed_bucket==SLOW,0.030375,243,44,0.18106995884773663,0.028625,6.325588082017,6.325588082017,9.094596584947209e-24,,6074596.0,138059.0,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_33,Pattern 33,Transactions where gateway is G2 and outcome is SUCCESS and retry_speed_bucket is SLOW show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND atomic_outcome==SUCCESS AND temporal_retry_speed_bucket==SLOW,0.023875,191,36,0.18848167539267016,0.028625,6.584512677473193,6.584512677473193,4.0937279448161397e-20,,9132170.0,253671.38888888888,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_34,Pattern 34,Transactions where outcome is SUCCESS and retry_speed_bucket is SLOW show a substantially elevated loss rate.,ASSOCIATION,atomic_outcome==SUCCESS AND temporal_retry_speed_bucket==SLOW,0.093375,747,110,0.14725568942436412,0.028625,5.144303560676476,5.144303560676476,4.1934637721967105e-54,,28836723.0,262152.0272727273,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_35,Pattern 35,Transactions where gateway is G1 and payment_method is UPI and retry_speed_bucket is SLOW show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G1 AND atomic_payment_method==UPI AND temporal_retry_speed_bucket==SLOW,0.029,232,41,0.17672413793103448,0.028625,6.17376901069116,6.17376901069116,9.712115530646909e-22,,12021580.0,293209.26829268294,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_36,Pattern 36,Transactions where outcome is SUCCESS and financial_amount_band is HIGH and retry_speed_bucket is SLOW show a substantially elevated loss rate.,ASSOCIATION,atomic_outcome==SUCCESS AND financial_amount_band==HIGH AND temporal_retry_speed_bucket==SLOW,0.05275,422,64,0.15165876777251186,0.028625,5.298122891616135,5.298122891616135,3.53366135840158e-30,,22459338.0,350927.15625,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_37,Pattern 37,Transactions where gateway is G3 and payment_method is UPI and retry_speed_bucket is SLOW show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G3 AND atomic_payment_method==UPI AND temporal_retry_speed_bucket==SLOW,0.016,128,24,0.1875,0.028625,6.550218340611353,6.550218340611353,1.2085715679886044e-13,,5512682.0,229695.08333333334,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_38,Pattern 38,Transactions where payment_method is UPI and retry_speed_bucket is NORMAL show a substantially elevated loss rate.,ASSOCIATION,atomic_payment_method==UPI AND temporal_retry_speed_bucket==NORMAL,0.011125,89,18,0.20224719101123595,0.028625,7.0654040527942685,7.0654040527942685,4.26915996862727e-11,,4782542.0,265696.77777777775,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_39,Pattern 39,Transactions where payment_method is CARD and failed_before_success is True and financial_amount_band is HIGH show a substantially elevated loss rate.,ASSOCIATION,atomic_payment_method==CARD AND behavioral_failed_before_success==True AND financial_amount_band==HIGH,0.016875,135,25,0.18518518518518517,0.028625,6.4693514475173854,6.4693514475173854,4.873041465355908e-14,,8814373.0,352574.92,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_40,Pattern 40,Transactions where gateway is G2 and lifecycle_unique_event_types is 9 show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND lifecycle_unique_event_types==9,0.030875,247,40,0.16194331983805668,0.028625,5.657408553294556,5.657408553294556,8.997109219056428e-20,,10455952.0,261398.8,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_41,Pattern 41,Transactions where financial_amount_band is MEDIUM and failed_before_success is True show a substantially elevated loss rate.,ASSOCIATION,financial_amount_band==MEDIUM AND behavioral_failed_before_success==True,0.046375,371,52,0.14016172506738545,0.028625,4.89647947833661,4.89647947833661,1.1169990173567842e-22,,7272494.0,139855.65384615384,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_42,Pattern 42,Transactions where gateway is G2 and failed_before_success is True and financial_amount_band is MEDIUM show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND behavioral_failed_before_success==True AND financial_amount_band==MEDIUM,0.012875,103,18,0.17475728155339806,0.028625,6.105057870861067,6.105057870861067,5.414869111638975e-10,,2701851.0,150102.83333333334,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_43,Pattern 43,Transactions where gateway is G1 and failed_before_success is True and financial_amount_band is HIGH show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G1 AND behavioral_failed_before_success==True AND financial_amount_band==HIGH,0.027,216,32,0.14814814814814814,0.028625,5.175481158013908,5.175481158013908,8.546621231715667e-15,,11557776.0,361180.5,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_44,Pattern 44,Transactions where gateway is G1 and failed_before_success is True show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G1 AND behavioral_failed_before_success==True,0.047,376,50,0.13297872340425532,0.028625,4.6455449224194,4.6455449224194,9.260937720449924e-21,,14250928.0,285018.56,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_45,Pattern 45,Transactions where retry_speed_bucket is SLOW show a substantially elevated loss rate.,ASSOCIATION,temporal_retry_speed_bucket==SLOW,0.122875,983,110,0.11190233977619532,0.028625,3.9092520445832424,3.9092520445832424,8.920705751586578e-42,,28836723.0,262152.0272727273,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_46,Pattern 46,Transactions where gateway is G3 and failed_before_success is True show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G3 AND behavioral_failed_before_success==True,0.023875,191,28,0.14659685863874344,0.028625,5.121287638034706,5.121287638034706,6.101441370427448e-13,,6533926.0,233354.5,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_47,Pattern 47,Transactions where gateway is G2 and retry_speed_bucket is SLOW show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND temporal_retry_speed_bucket==SLOW,0.033,264,36,0.13636363636363635,0.028625,4.763795156808257,4.763795156808257,2.2146257579957705e-15,,9132170.0,253671.38888888888,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_48,Pattern 48,Transactions where gateway is G2 and financial_amount_band is HIGH and lifecycle_unique_event_types is 9 show a substantially elevated loss rate.,ASSOCIATION,atomic_gateway==G2 AND financial_amount_band==HIGH AND lifecycle_unique_event_types==9,0.018,144,22,0.1527777777777778,0.028625,5.337214944201844,5.337214944201844,9.341739820076845e-11,,7754101.0,352459.13636363635,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_49,Pattern 49,Transactions where outcome is SUCCESS and retry_speed_bucket is NORMAL show a substantially elevated loss rate.,ASSOCIATION,atomic_outcome==SUCCESS AND temporal_retry_speed_bucket==NORMAL,0.014375,115,18,0.1565217391304348,0.028625,5.468008353901652,5.468008353901652,3.4513479510719047e-09,,4782542.0,265696.77777777775,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
PTN_50,Pattern 50,Transactions where financial_amount_band is HIGH and retry_speed_bucket is SLOW show a substantially elevated loss rate.,ASSOCIATION,financial_amount_band==HIGH AND temporal_retry_speed_bucket==SLOW,0.069875,559,64,0.11449016100178891,0.028625,3.999656279538477,3.999656279538477,4.2100435684844784e-23,,22459338.0,350927.15625,Association Mining + Fisher's Exact Test,False,0.0,EMERGENT
